x,y
0.3394230604171753,1
0.21073490381240845,1
-0.3598349094390869,0
0.1574055552482605,1
0.3008781671524048,1
0.3740437626838684,1
-0.3775719404220581,0
0.06800103187561035,1
0.34468352794647217,1
0.32276493310928345,1
-0.11380255222320557,0
0.1337682604789734,1
-0.21456634998321533,0
-0.44473588466644287,0
-0.2764838933944702,0
-0.4244701862335205,0
-0.4227145314216614,0
-0.1338057518005371,0
0.201937735080719,1
-0.4014315605163574,0
-0.11416327953338623,0
-0.12400424480438232,0
-0.2503606081008911,0
-0.37830185890197754,0
-0.41888564825057983,0
0.048360586166381836,1
-0.06242626905441284,0
0.47438478469848633,1
0.07521021366119385,1
0.48500174283981323,1
-0.4786764979362488,0
-0.21501308679580688,0
0.012635350227355957,1
-0.04220616817474365,0
0.42292189598083496,1
0.13388991355895996,1
0.07152330875396729,1
0.2949559688568115,1
0.16971474885940552,1
0.05754941701889038,1
0.38513505458831787,1
0.22177529335021973,1
0.45744043588638306,1
0.17263519763946533,1
-0.3252052664756775,0
0.4636046886444092,1
0.09386426210403442,1
-0.2242482304573059,0
0.38366103172302246,1
-0.2590370178222656,0
-0.2859712839126587,0
-0.07325762510299683,0
0.3915672302246094,1
-0.4402450919151306,0
-0.3677394390106201,0
0.049047768115997314,1
0.13819634914398193,1
0.4855538606643677,1
0.4603632688522339,1
-0.13640397787094116,0
0.33506953716278076,1
0.17520493268966675,1
-0.2121826410293579,0
0.3765627145767212,1
-0.19259780645370483,0
-0.1823137402534485,0
0.35586971044540405,1
-0.4995289444923401,0
-0.1919780969619751,0
0.033242881298065186,1
0.2084578275680542,1
0.2889307737350464,1
-0.26940274238586426,0
-0.3743746876716614,0
0.4165875315666199,1
0.3036321997642517,1
-0.3308642506599426,0
0.14423847198486328,1
0.07082158327102661,1
-0.2254784107208252,0
0.38261836767196655,1
0.27210521697998047,1
-0.31202566623687744,0
-0.0451694130897522,0
0.21734309196472168,1
0.15222972631454468,1
-0.4246441125869751,0
-0.15571928024291992,0
0.42510175704956055,1
0.041954994201660156,1
0.09851318597793579,1
-0.07507055997848511,0
-0.08819109201431274,0
-0.0849340558052063,0
0.24239963293075562,1
-0.07579231262207031,0
-0.24306881427764893,0
0.4197535514831543,1
-0.22494137287139893,0
0.4112081527709961,1
-0.0020589828491210938,0
0.24360090494155884,1
-0.2597523331642151,0
0.37782418727874756,1
-0.3536267876625061,0
-0.047061383724212646,0
-0.22380954027175903,0
0.018408477306365967,1
-0.39064037799835205,0
-0.06792652606964111,0
0.14986032247543335,1
-0.12556976079940796,0
0.38127070665359497,1
0.49877721071243286,1
-0.20741736888885498,0
0.09203588962554932,1
0.22140175104141235,1
-0.21355992555618286,0
-0.28169935941696167,0
0.01279217004776001,1
0.4089943766593933,1
-0.16405373811721802,0
0.4515213370323181,1
-0.41334646940231323,0
0.01652538776397705,1
0.44916296005249023,1
0.07102817296981812,1
-0.07936650514602661,0
0.022121906280517578,1
-0.43838685750961304,0
0.43409454822540283,1
0.03847026824951172,1
-0.4803399443626404,0
0.4267125129699707,1
-0.2798364758491516,0
0.08661609888076782,1
-0.09793037176132202,0
0.0780763030052185,1
0.21029424667358398,1
-0.10535496473312378,0
-0.09277528524398804,0
0.215434730052948,1
0.037046611309051514,1
-0.08848845958709717,0
0.07439291477203369,1
0.14846569299697876,1
-0.050946593284606934,0
-0.30763888359069824,0
-0.35071057081222534,0
0.1440529227256775,1
0.022943615913391113,1
-0.31475168466567993,0
0.055936574935913086,1
0.08557325601577759,1
-0.4757091999053955,0
-0.291587233543396,0
-0.011261940002441406,0
-0.22772365808486938,0
-0.012294232845306396,0
0.16709578037261963,1
-0.319230318069458,0
0.22050392627716064,1
0.3235129714012146,1
-0.24276500940322876,0
-0.2254524827003479,0
0.25715142488479614,1
0.11546623706817627,1
-0.021678507328033447,0
-0.405414342880249,0
0.47820085287094116,1
0.3670576214790344,1
-0.11688816547393799,0
-0.1572924256324768,0
0.2933323383331299,1
-0.35192203521728516,0
0.050201594829559326,1
-0.1912943720817566,0
-0.23573923110961914,0
-0.024233341217041016,0
-0.08365833759307861,0
-0.12090116739273071,0
-0.20317107439041138,0
-0.029024600982666016,0
0.11823666095733643,1
-0.2562384009361267,0
-0.4379955530166626,0
-0.19795644283294678,0
0.18250584602355957,1
-0.09693992137908936,0
0.3099287748336792,1
-0.061098337173461914,0
0.41431528329849243,1
-0.24178773164749146,0
-0.13548332452774048,0
-0.1098623275756836,0
-0.2655279040336609,0
0.20336812734603882,1
0.49235886335372925,1
0.36056995391845703,1
0.43211883306503296,1
-0.34977710247039795,0
-0.15518736839294434,0
-0.34593743085861206,0
-0.4097325801849365,0
-0.2815554738044739,0
-0.4075203537940979,0
-0.1722952127456665,0
0.35429632663726807,1
-0.3581883907318115,0
-0.42605191469192505,0
0.2628938555717468,1
-0.4649975895881653,0
0.21716278791427612,1
-0.13511407375335693,0
0.02079916000366211,1
0.16273647546768188,1
0.1467958688735962,1
-0.34694528579711914,0
0.028452754020690918,1
-0.08600234985351562,0
0.036010801792144775,1
-0.05050474405288696,0
-0.05398315191268921,0
-0.3791040778160095,0
0.0727846622467041,1
0.16782569885253906,1
-0.2263702154159546,0
-0.2253577709197998,0
-0.4109768867492676,0
0.3098061680793762,1
-0.08555066585540771,0
-0.4712320566177368,0
0.04431009292602539,1
0.19463974237442017,1
0.4772007465362549,1
0.4079795479774475,1
0.21590900421142578,1
0.3244636654853821,1
-0.41930878162384033,0
-0.16158777475357056,0
0.07495677471160889,1
0.02871406078338623,1
-0.07191330194473267,0
0.0501440167427063,1
-0.42470431327819824,0
-0.12733596563339233,0
-0.13936501741409302,0
-0.007409572601318359,0
-0.031051695346832275,0
0.1461118459701538,1
0.174607515335083,1
-0.23287498950958252,0
0.1965489387512207,1
-0.274135947227478,0
-0.009804368019104004,0
-0.22926026582717896,0
-0.2642836570739746,0
0.363677442073822,1
0.2639380693435669,1
-0.33293306827545166,0
0.16912519931793213,1
0.10178583860397339,1
-0.342332124710083,0
-0.27873724699020386,0
-0.09772175550460815,0
0.2265300154685974,1
-0.045299530029296875,0
0.32307112216949463,1
-0.4417117238044739,0
-0.25270044803619385,0
-0.10567224025726318,0
-0.37265002727508545,0
0.4387890100479126,1
0.37866103649139404,1
0.03862416744232178,1
0.22069883346557617,1
0.22344708442687988,1
-0.004259884357452393,0
0.4653393030166626,1
0.05142664909362793,1
0.19238001108169556,1
-0.34041541814804077,0
-0.21194040775299072,0
0.25940608978271484,1
0.1641474962234497,1
-0.4900684356689453,0
-0.1562199592590332,0
-0.2199920415878296,0
0.41216224431991577,1
0.3218637704849243,1
-0.27627891302108765,0
-0.01723921298980713,0
-0.4163770079612732,0
-0.3509019613265991,0
0.37049931287765503,1
0.14918231964111328,1
-0.25548070669174194,0
0.46452635526657104,1
-0.4150897264480591,0
0.4009104371070862,1
0.4818517565727234,1
-0.22937804460525513,0
0.370044469833374,1
0.3261006474494934,1
-0.4377724528312683,0
0.4805741310119629,1
0.23116517066955566,1
-0.3946000933647156,0
0.23807042837142944,1
-0.09335583448410034,0
0.31294798851013184,1
0.4142795205116272,1
0.03912431001663208,1
0.3005887269973755,1
0.2276393175125122,1
0.17150789499282837,1
0.32684290409088135,1
-0.42666131258010864,0
0.07185488939285278,1
0.2663555145263672,1
-0.47901201248168945,0
0.49512261152267456,1
0.3124118447303772,1
-0.3380283713340759,0
0.15617454051971436,1
-0.09409737586975098,0
-0.32484859228134155,0
0.056578218936920166,1
-0.16058635711669922,0
-0.05225038528442383,0
-0.464766263961792,0
-0.25824105739593506,0
-0.31430619955062866,0
0.2441917061805725,1
-0.4108339548110962,0
-0.07402890920639038,0
-0.07436239719390869,0
-0.28265154361724854,0
0.17023807764053345,1
-0.09747952222824097,0
-0.0018891096115112305,0
-0.030652344226837158,0
0.2870042324066162,1
-0.4543110132217407,0
0.4960828423500061,1
-0.42968517541885376,0
0.0822182297706604,1
0.0026335716247558594,1
-0.4161908030509949,0
-0.17383986711502075,0
-0.4044088125228882,0
-0.09222537279129028,0
-0.4078420400619507,0
-0.016097724437713623,0
-0.12834763526916504,0
0.25430476665496826,1
-0.4419032335281372,0
-0.23048675060272217,0
0.18248873949050903,1
0.26639294624328613,1
0.0947921872138977,1
-0.07799375057220459,0
-0.09945476055145264,0
-0.46746569871902466,0
0.21474140882492065,1
-0.13038545846939087,0
-0.11595207452774048,0
0.1018218994140625,1
0.19721585512161255,1
-0.041207075119018555,0
-0.06481021642684937,0
0.3577316999435425,1
-0.30038899183273315,0
0.10486394166946411,1
0.15640884637832642,1
-0.11398464441299438,0
0.40763378143310547,1
-0.0965123176574707,0
-0.19489610195159912,0
-0.11771684885025024,0
0.28936517238616943,1
-0.24004733562469482,0
-0.08910155296325684,0
-0.37382954359054565,0
-0.3057650327682495,0
-0.012080252170562744,0
0.48273980617523193,1
0.06676250696182251,1
0.3421207666397095,1
-0.41220802068710327,0
-0.18223810195922852,0
-0.49884504079818726,0
-0.46325862407684326,0
0.2781808376312256,1
-0.14619481563568115,0
0.22291499376296997,1
-0.495846152305603,0
0.08824282884597778,1
-0.4920256733894348,0
0.05899703502655029,1
0.027585625648498535,1
0.16013681888580322,1
0.49853700399398804,1
-0.039936721324920654,0
-0.23309630155563354,0
-0.23789197206497192,0
-0.23668944835662842,0
0.4576636552810669,1
-0.27357780933380127,0
-0.4672728180885315,0
0.14854377508163452,1
0.35985803604125977,1
-0.07064497470855713,0
-0.26792222261428833,0
-0.4829750061035156,0
-0.19442230463027954,0
-0.014404475688934326,0
0.1924111247062683,1
0.19230961799621582,1
0.037282705307006836,1
-0.44698625802993774,0
0.258171021938324,1
-0.16033345460891724,0
0.022709548473358154,1
-0.2940645217895508,0
-0.13572221994400024,0
-0.18865841627120972,0
0.20076149702072144,1
0.40104371309280396,1
0.30524855852127075,1
0.40879112482070923,1
0.05727660655975342,1
-0.008268177509307861,0
-0.18712860345840454,0
0.09412717819213867,1
-0.449701726436615,0
-0.07213306427001953,0
0.35658586025238037,1
0.06459152698516846,1
0.4139689803123474,1
0.011681675910949707,1
0.1612393856048584,1
0.02069532871246338,1
-0.268496036529541,0
0.2900109887123108,1
-0.41917651891708374,0
0.46888452768325806,1
-0.4949321150779724,0
0.1786355972290039,1
-0.0714191198348999,0
-0.3699328899383545,0
0.104789137840271,1
0.18255549669265747,1
0.3600982427597046,1
-0.4935780167579651,0
-0.2643831968307495,0
0.21543467044830322,1
-0.3607395887374878,0
-0.4590827226638794,0
0.29198384284973145,1
-0.4077366590499878,0
